observation_id,observation_type,entity_type,entity_id,location_id,observation_timestamp,description,vehicle_id,source_system,observer_type,evidence_id,confidence_score,created_at
OBS002409,PATROL,PERSON,P01175,L00524,2025-11-03 00:47:04,Person Priya Tiwari was observed near Apartment 637 in Ahmedabad.,,ANPR_System,Patrol_Unit,EV13409,0.84,2025-09-23 13:14:08
OBS002410,INTELLIGENCE,VEHICLE,V00347,L01608,2026-07-09 15:28:56,Vehicle KA35JK1755 was observed near Office 53 in Ujjain.,V00347,ANPR_System,Automated_Camera,EV13410,0.79,2026-09-07 03:49:20
OBS002411,ANPR,PERSON,P02067,L01987,2026-02-20 01:53:51,Person Nikhil Bansal was observed near Office 956 in Bengaluru.,,Field_Log,CCTV_System,EV13411,0.85,2025-04-19 09:09:01
OBS002412,FIELD_OBSERVATION,VEHICLE,V00020,L01991,2026-10-12 01:41:45,Source FIELD_OBSERVATION recorded MH73GH9863 at Road 243 around 01:41.,V00020,Field_Log,Analyst,EV13412,0.95,2026-04-08 08:56:48
OBS002413,CCTV,PERSON,P03900,L01112,2026-11-21 10:34:47,Source CCTV recorded Raj Tiwari at Market 144 around 10:34.,,CCTV_Network,Officer,EV13413,0.81,2026-10-23 19:19:43
OBS002414,SURVEILLANCE,ORGANIZATION,O0193,L01400,2026-09-01 11:43:02,Organization Mehta Trading was observed near Office 211 in Bhopal.,,Synthetic_Intelligence_Feed,Officer,EV13414,0.74,2025-08-29 12:48:23
OBS002415,PATROL,PHONE,PH03304,L02295,2025-04-14 06:55:50,Phone 926****159 was observed near Office 816 in Kanpur.,,CCTV_Network,Patrol_Unit,EV13415,0.93,2026-05-13 17:42:22
OBS002416,INTELLIGENCE,ACCOUNT,A00520,L01888,2025-04-28 17:00:38,Source INTELLIGENCE recorded ACCT****4672 at Market 221 around 17:00.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV13416,0.75,2025-04-04 08:14:41
OBS002417,ANPR,PERSON,P02770,L01702,2025-07-08 05:04:25,Source ANPR recorded Arjun Mishra at Hotel 14 around 05:04.,,CCTV_Network,Automated_Camera,EV13417,0.80,2026-02-16 22:56:40
OBS002418,FIELD_OBSERVATION,PERSON,P01027,L02091,2026-11-04 08:27:25,Source FIELD_OBSERVATION recorded Neha Verma at Mall 357 around 08:27.,,Field_Log,Automated_Camera,EV13418,0.80,2026-03-01 09:56:53
OBS002419,CCTV,PERSON,P01701,L00928,2026-01-02 08:38:11,Person Nandini Jain was observed near Office 207 in Lucknow.,V00380,CCTV_Network,Officer,EV13419,0.76,2025-09-18 21:03:50
OBS002420,SURVEILLANCE,ORGANIZATION,O0109,L01398,2025-09-04 07:50:41,An observation associated Tiwari Industries with the area around Warehouse 940; corroboration is required.,,ANPR_System,Analyst,EV13420,0.86,2025-02-05 01:54:37
OBS002421,PATROL,PERSON,P03526,L01593,2026-06-11 16:59:32,An observation associated Priya Joshi with the area around Station 300; corroboration is required.,,ANPR_System,Patrol_Unit,EV13421,0.81,2026-01-31 11:25:07
OBS002422,INTELLIGENCE,PERSON,P02778,L00643,2026-05-20 09:54:43,An observation associated Priya Saxena with the area around Warehouse 309; corroboration is required.,,CCTV_Network,CCTV_System,EV13422,0.83,2025-05-10 20:13:41
OBS002423,ANPR,PERSON,P01683,L00110,2026-01-04 03:23:28,An observation associated Yash Bansal with the area around Apartment 248; corroboration is required.,V00445,Field_Log,Officer,EV13423,0.93,2026-08-09 21:27:54
OBS002424,FIELD_OBSERVATION,ACCOUNT,A00936,L00121,2026-11-30 10:45:45,An observation associated ACCT****2494 with the area around Office 671; corroboration is required.,,ANPR_System,CCTV_System,EV13424,0.80,2025-09-23 19:13:26
OBS002425,CCTV,ACCOUNT,A00336,L02458,2025-01-30 12:19:34,Source CCTV recorded ACCT****4956 at Hotel 268 around 12:19.,,CCTV_Network,CCTV_System,EV13425,0.78,2025-02-04 01:49:21
OBS002426,SURVEILLANCE,PERSON,P02428,L01048,2025-08-14 21:05:51,Person Isha Tiwari was observed near Market 35 in Ahmedabad.,,ANPR_System,CCTV_System,EV13426,0.76,2025-09-26 14:07:20
OBS002427,PATROL,ACCOUNT,A01187,L02170,2025-02-07 11:54:48,An observation associated ACCT****5566 with the area around Market 340; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV13427,0.80,2025-12-25 12:29:52
OBS002428,INTELLIGENCE,PERSON,P02791,L02046,2026-09-08 06:35:06,Person Rohan Chauhan was observed near Industrial Area 422 in Hyderabad.,V01149,Field_Log,CCTV_System,EV13428,0.81,2026-01-28 01:50:50
OBS002429,ANPR,PERSON,P00180,L02047,2026-06-20 07:05:10,Person Varun Bansal was observed near Station 769 in Surat.,,Synthetic_Intelligence_Feed,Officer,EV13429,0.79,2026-11-22 10:33:41
OBS002430,FIELD_OBSERVATION,PERSON,P00884,L00531,2026-10-15 21:53:19,Source FIELD_OBSERVATION recorded Aditya Mehta at Industrial Area 468 around 21:53.,,ANPR_System,CCTV_System,EV13430,0.79,2026-09-12 23:30:11
OBS002431,CCTV,PERSON,P01264,L01088,2025-09-04 06:25:15,Source CCTV recorded Ankit Saxena at Apartment 48 around 06:25.,V00883,Synthetic_Intelligence_Feed,Automated_Camera,EV13431,0.90,2025-09-14 05:11:01
OBS002432,SURVEILLANCE,PERSON,P01556,L02228,2026-11-09 10:57:22,Person Arjun Rathore was observed near Office 687 in Bhopal.,,ANPR_System,CCTV_System,EV13432,0.78,2026-04-14 23:36:47
OBS002433,PATROL,VEHICLE,V01134,L01587,2026-08-22 23:23:59,Vehicle MP55EF6971 was observed near Hotel 637 in Indore.,V01134,Field_Log,Officer,EV13433,0.74,2025-07-02 01:35:24
OBS002434,INTELLIGENCE,VEHICLE,V00576,L00220,2025-12-12 04:50:34,Source INTELLIGENCE recorded DL67GH1760 at Mall 486 around 04:50.,V00576,ANPR_System,Automated_Camera,EV13434,0.76,2026-05-27 15:47:50
OBS002435,ANPR,PERSON,P03350,L00692,2026-01-04 18:41:29,An observation associated Ananya Agarwal with the area around Road 687; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV13435,0.80,2026-02-03 20:55:02
OBS002436,FIELD_OBSERVATION,PERSON,P03925,L01328,2025-10-04 18:48:24,Source FIELD_OBSERVATION recorded Arjun Yadav at Apartment 381 around 18:48.,,Synthetic_Intelligence_Feed,CCTV_System,EV13436,0.97,2026-02-05 20:54:46
OBS002437,CCTV,PERSON,P02084,L02229,2026-02-03 19:39:48,Source CCTV recorded Arjun Bansal at Junction 920 around 19:39.,,CCTV_Network,Automated_Camera,EV13437,0.93,2026-03-22 19:34:07
OBS002438,SURVEILLANCE,PERSON,P03720,L01717,2025-08-06 18:14:51,Source SURVEILLANCE recorded Karan Joshi at Warehouse 525 around 18:14.,,CCTV_Network,Officer,EV13438,0.81,2026-03-19 12:29:41
OBS002439,PATROL,PERSON,P03361,L01714,2026-07-03 20:39:58,An observation associated Isha Agarwal with the area around Station 347; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV13439,0.89,2025-01-26 13:18:28
OBS002440,INTELLIGENCE,VEHICLE,V00577,L00260,2025-09-11 19:19:52,An observation associated DL58CD5549 with the area around Warehouse 817; corroboration is required.,V00577,Field_Log,Automated_Camera,EV13440,0.83,2025-09-16 16:44:39
OBS002441,ANPR,VEHICLE,V00511,L02308,2025-05-15 06:36:14,An observation associated UP38CD6244 with the area around Office 371; corroboration is required.,V00511,CCTV_Network,CCTV_System,EV13441,0.74,2025-02-11 23:49:38
OBS002442,FIELD_OBSERVATION,VEHICLE,V00747,L01537,2025-10-14 00:49:00,Source FIELD_OBSERVATION recorded KA45JK9677 at Station 880 around 00:49.,V00747,Field_Log,Officer,EV13442,0.84,2025-04-17 14:02:27
OBS002443,CCTV,ORGANIZATION,O0034,L02441,2026-01-14 21:32:05,Source CCTV recorded Verma Transport at Warehouse 486 around 21:32.,,ANPR_System,Automated_Camera,EV13443,0.81,2026-11-10 05:33:45
OBS002444,SURVEILLANCE,PERSON,P02035,L01700,2026-07-12 04:44:43,Source SURVEILLANCE recorded Vikram Verma at Station 425 around 04:44.,,ANPR_System,Automated_Camera,EV13444,0.86,2026-08-24 02:41:20
OBS002445,PATROL,PERSON,P00752,L01251,2025-04-15 00:02:10,An observation associated Riya Malhotra with the area around Junction 692; corroboration is required.,V01158,Field_Log,CCTV_System,EV13445,0.96,2026-02-20 04:18:37
OBS002446,INTELLIGENCE,VEHICLE,V00011,L01786,2025-10-12 12:44:45,Vehicle KA34GH2343 was observed near Warehouse 487 in Pune.,V00011,CCTV_Network,CCTV_System,EV13446,0.93,2025-03-01 10:33:00
OBS002447,ANPR,VEHICLE,V00896,L01866,2026-12-06 03:46:15,Vehicle DL72GH6390 was observed near Warehouse 371 in Delhi.,V00896,Field_Log,Automated_Camera,EV13447,0.96,2026-06-29 22:27:45
OBS002448,FIELD_OBSERVATION,PERSON,P01764,L02438,2025-04-19 07:41:21,Source FIELD_OBSERVATION recorded Riya Verma at Market 509 around 07:41.,,CCTV_Network,CCTV_System,EV13448,0.83,2026-09-13 20:49:58
OBS002449,CCTV,PERSON,P03879,L02111,2025-08-23 12:50:15,An observation associated Aarav Rathore with the area around Road 235; corroboration is required.,,CCTV_Network,Officer,EV13449,0.92,2025-01-14 09:46:46
OBS002450,SURVEILLANCE,ORGANIZATION,O0070,L01416,2026-04-30 06:58:41,An observation associated Jain Trading with the area around Market 342; corroboration is required.,,CCTV_Network,Officer,EV13450,0.86,2026-10-08 09:32:09
OBS002451,PATROL,PHONE,PH03212,L00753,2026-01-18 08:37:16,Phone 932****369 was observed near Hotel 706 in Vadodara.,,Field_Log,Patrol_Unit,EV13451,0.81,2025-06-22 10:09:40
OBS002452,INTELLIGENCE,PERSON,P00645,L00012,2025-03-27 07:37:49,Person Arjun Shah was observed near Road 588 in Lucknow.,V00162,Field_Log,CCTV_System,EV13452,0.91,2025-05-13 20:07:24
OBS002453,ANPR,PERSON,P00228,L02324,2025-12-01 13:36:46,An observation associated Pooja Shah with the area around Hotel 885; corroboration is required.,,ANPR_System,Analyst,EV13453,0.74,2025-11-01 11:51:40
OBS002454,FIELD_OBSERVATION,PERSON,P00936,L01040,2026-06-04 15:30:32,An observation associated Sneha Rathore with the area around Market 283; corroboration is required.,V00367,ANPR_System,Officer,EV13454,0.73,2025-04-22 10:45:59
OBS002455,CCTV,PERSON,P02319,L00964,2025-04-02 15:18:45,An observation associated Nandini Patel with the area around Mall 957; corroboration is required.,,Field_Log,Patrol_Unit,EV13455,0.88,2026-08-12 19:13:12
OBS002456,SURVEILLANCE,PERSON,P01083,L00251,2026-04-28 03:54:03,An observation associated Ananya Shah with the area around Office 264; corroboration is required.,,Field_Log,Analyst,EV13456,0.80,2025-02-21 12:23:50
OBS002457,PATROL,ORGANIZATION,O0374,L01812,2025-06-04 21:01:21,Source PATROL recorded Singh Services at Mall 381 around 21:01.,,Field_Log,Patrol_Unit,EV13457,0.83,2025-08-02 21:19:24
OBS002458,INTELLIGENCE,ORGANIZATION,O0500,L01669,2026-04-19 12:21:56,An observation associated Verma Services with the area around Market 57; corroboration is required.,,Field_Log,CCTV_System,EV13458,0.86,2026-12-21 10:46:32
OBS002459,ANPR,VEHICLE,V00314,L01125,2025-04-11 02:17:43,Source ANPR recorded UP57EF3078 at Station 681 around 02:17.,V00314,ANPR_System,CCTV_System,EV13459,0.91,2025-12-31 11:04:04
OBS002460,FIELD_OBSERVATION,PERSON,P02856,L01392,2025-05-17 06:22:11,An observation associated Pooja Khan with the area around Station 21; corroboration is required.,V00024,Field_Log,Automated_Camera,EV13460,0.76,2025-03-26 16:20:40
OBS002461,CCTV,PERSON,P03200,L00741,2025-11-09 00:31:35,An observation associated Pooja Saxena with the area around Station 408; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV13461,0.80,2026-08-04 16:50:18
OBS002462,SURVEILLANCE,VEHICLE,V01200,L02232,2026-07-27 00:08:00,Vehicle RJ47JK3351 was observed near Junction 456 in Kota.,V01200,ANPR_System,Automated_Camera,EV13462,0.89,2026-03-22 19:29:34
OBS002463,PATROL,ACCOUNT,A01048,L01485,2025-07-09 21:29:35,Source PATROL recorded ACCT****8698 at Hotel 466 around 21:29.,,Field_Log,Automated_Camera,EV13463,0.95,2026-07-23 16:03:24
OBS002464,INTELLIGENCE,ORGANIZATION,O0090,L00466,2026-10-02 12:36:32,Organization Gupta Enterprises was observed near Apartment 998 in Surat.,,CCTV_Network,Automated_Camera,EV13464,0.91,2025-02-11 20:29:24
OBS002465,ANPR,PERSON,P00764,L00715,2025-07-23 00:26:29,Person Amit Sharma was observed near Warehouse 161 in Nagpur.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV13465,0.86,2025-10-20 15:24:52
OBS002466,FIELD_OBSERVATION,VEHICLE,V00108,L00831,2026-08-01 11:12:02,Source FIELD_OBSERVATION recorded GJ63JK3685 at Mall 65 around 11:12.,V00108,Synthetic_Intelligence_Feed,Officer,EV13466,0.84,2025-02-14 02:11:39
OBS002467,CCTV,PERSON,P03210,L02228,2026-09-18 05:28:35,An observation associated Deepak Singh with the area around Office 687; corroboration is required.,,Field_Log,Officer,EV13467,0.81,2025-02-28 17:59:56
OBS002468,SURVEILLANCE,PERSON,P03834,L02373,2026-11-16 16:36:21,Person Siddharth Shah was observed near Junction 399 in Nagpur.,V00124,ANPR_System,Analyst,EV13468,0.93,2025-01-25 07:22:41
OBS002469,PATROL,PERSON,P03143,L00075,2025-08-06 05:55:48,An observation associated Riya Bansal with the area around Road 461; corroboration is required.,V00960,Synthetic_Intelligence_Feed,CCTV_System,EV13469,0.85,2025-11-11 12:02:25
OBS002470,INTELLIGENCE,ORGANIZATION,O0130,L01860,2026-04-07 11:13:26,Organization Jain Services was observed near Junction 833 in Indore.,,Synthetic_Intelligence_Feed,Automated_Camera,EV13470,0.95,2025-09-26 20:44:08
OBS002471,ANPR,PERSON,P01603,L00019,2026-01-07 03:24:17,Source ANPR recorded Vihaan Deshmukh at Junction 112 around 03:24.,V00268,Field_Log,Automated_Camera,EV13471,0.85,2025-01-20 12:20:02
OBS002472,FIELD_OBSERVATION,ACCOUNT,A01226,L00911,2025-06-24 07:46:09,An observation associated ACCT****0845 with the area around Warehouse 526; corroboration is required.,,ANPR_System,Officer,EV13472,0.95,2026-07-31 16:10:14
OBS002473,CCTV,ORGANIZATION,O0001,L00753,2026-10-02 02:32:15,An observation associated Mishra Trading with the area around Hotel 706; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV13473,0.77,2025-03-20 00:22:22
OBS002474,SURVEILLANCE,ACCOUNT,A01132,L00844,2025-07-17 18:20:27,Source SURVEILLANCE recorded ACCT****9355 at Apartment 708 around 18:20.,,Field_Log,Officer,EV13474,0.92,2025-07-14 12:25:45
OBS002475,PATROL,PERSON,P02334,L02100,2025-07-17 11:58:27,An observation associated Sneha Agarwal with the area around Industrial Area 783; corroboration is required.,,ANPR_System,CCTV_System,EV13475,0.76,2026-05-06 09:09:15
OBS002476,INTELLIGENCE,PERSON,P00876,L00384,2025-04-23 15:16:06,Person Manish Rathore was observed near Office 286 in Vadodara.,,ANPR_System,Analyst,EV13476,0.74,2026-09-17 22:12:52
OBS002477,ANPR,ORGANIZATION,O0163,L01427,2025-11-09 16:49:05,An observation associated Saxena Logistics with the area around Office 603; corroboration is required.,,CCTV_Network,CCTV_System,EV13477,0.95,2026-06-22 15:06:09
OBS002478,FIELD_OBSERVATION,VEHICLE,V00320,L00479,2026-03-25 09:46:13,Vehicle DL11JK2938 was observed near Apartment 96 in Gurugram.,V00320,ANPR_System,Officer,EV13478,0.85,2025-06-10 02:26:51
OBS002479,CCTV,ORGANIZATION,O0021,L02372,2026-12-01 19:52:12,Source CCTV recorded Singh Industries at Mall 918 around 19:52.,,Field_Log,Automated_Camera,EV13479,0.77,2026-03-04 12:38:47
OBS002480,SURVEILLANCE,PERSON,P00737,L00625,2025-12-02 05:52:41,Source SURVEILLANCE recorded Kabir Mehta at Mall 210 around 05:52.,,CCTV_Network,Officer,EV13480,0.80,2026-12-19 15:48:56
OBS002481,PATROL,PERSON,P03289,L01918,2025-07-04 11:03:48,Source PATROL recorded Ankit Agarwal at Warehouse 637 around 11:03.,V00577,Synthetic_Intelligence_Feed,Patrol_Unit,EV13481,0.86,2026-12-07 11:58:39
OBS002482,INTELLIGENCE,PERSON,P02236,L01861,2026-08-22 00:46:58,An observation associated Aditya Gupta with the area around Industrial Area 317; corroboration is required.,,CCTV_Network,CCTV_System,EV13482,0.78,2026-02-20 05:15:16
OBS002483,ANPR,PERSON,P00762,L01039,2025-01-06 09:22:31,An observation associated Arjun Verma with the area around Warehouse 374; corroboration is required.,V00305,CCTV_Network,CCTV_System,EV13483,0.93,2026-09-27 14:26:34
OBS002484,FIELD_OBSERVATION,PERSON,P02230,L02074,2025-07-23 08:27:57,Person Mohit Shah was observed near Apartment 569 in Indore.,V00180,Synthetic_Intelligence_Feed,Patrol_Unit,EV13484,0.90,2025-06-15 05:44:03
OBS002485,CCTV,PHONE,PH04422,L01751,2025-02-21 03:02:36,Phone 951****726 was observed near Apartment 956 in Ahmedabad.,,Synthetic_Intelligence_Feed,CCTV_System,EV13485,0.84,2026-05-14 05:28:08
OBS002486,SURVEILLANCE,VEHICLE,V00960,L02073,2026-04-23 07:59:49,An observation associated UP99EF5435 with the area around Office 676; corroboration is required.,V00960,Field_Log,CCTV_System,EV13486,0.91,2025-02-06 08:11:08
OBS002487,PATROL,PERSON,P01286,L00745,2025-03-21 08:29:49,An observation associated Nandini Singh with the area around Road 143; corroboration is required.,,CCTV_Network,Automated_Camera,EV13487,0.86,2025-03-12 16:15:51
OBS002488,INTELLIGENCE,PERSON,P00508,L00875,2025-11-16 19:13:51,Source INTELLIGENCE recorded Isha Bansal at Mall 259 around 19:13.,V00556,Field_Log,Analyst,EV13488,0.72,2025-01-31 01:43:04
OBS002489,ANPR,VEHICLE,V01144,L00926,2025-04-04 17:35:38,Source ANPR recorded GJ94JK7258 at Station 44 around 17:35.,V01144,Synthetic_Intelligence_Feed,CCTV_System,EV13489,0.78,2025-02-22 22:38:27
OBS002490,FIELD_OBSERVATION,PHONE,PH02646,L00786,2026-05-08 01:38:30,Phone 933****896 was observed near Hotel 430 in Vadodara.,,ANPR_System,Patrol_Unit,EV13490,0.93,2026-12-21 16:05:17
OBS002491,CCTV,PERSON,P01656,L01936,2026-02-04 11:38:52,Person Arjun Chauhan was observed near Hotel 335 in Jaipur.,V00856,ANPR_System,Patrol_Unit,EV13491,0.84,2026-10-29 09:24:34
OBS002492,SURVEILLANCE,ACCOUNT,A01286,L01914,2026-08-23 11:10:48,Account ACCT****6052 was observed near Road 608 in Hyderabad.,,Field_Log,Automated_Camera,EV13492,0.90,2025-01-26 22:40:23
OBS002493,PATROL,PERSON,P00808,L01899,2025-03-06 17:18:50,An observation associated Aarav Mishra with the area around Road 13; corroboration is required.,,ANPR_System,Automated_Camera,EV13493,0.89,2025-12-07 19:33:05
OBS002494,INTELLIGENCE,PERSON,P00613,L01171,2026-09-16 21:57:21,Source INTELLIGENCE recorded Aditya Yadav at Warehouse 418 around 21:57.,,CCTV_Network,Patrol_Unit,EV13494,0.75,2026-11-28 16:52:54
OBS002495,ANPR,PERSON,P02279,L02413,2026-07-31 02:55:40,Source ANPR recorded Arjun Chauhan at Apartment 276 around 02:55.,,Field_Log,Officer,EV13495,0.93,2026-01-24 20:42:56
OBS002496,FIELD_OBSERVATION,PERSON,P01659,L00282,2025-07-13 09:25:14,Person Vihaan Chauhan was observed near Station 319 in Delhi.,,CCTV_Network,Automated_Camera,EV13496,0.76,2025-12-20 22:22:02
OBS002497,CCTV,PERSON,P01937,L01238,2026-08-21 05:39:49,Person Yash Yadav was observed near Market 869 in Kanpur.,V00520,Field_Log,Automated_Camera,EV13497,0.73,2025-11-09 01:27:44
OBS002498,SURVEILLANCE,PERSON,P00375,L02021,2026-03-12 03:41:18,Source SURVEILLANCE recorded Rahul Verma at Junction 552 around 03:41.,,ANPR_System,Automated_Camera,EV13498,0.90,2026-06-30 20:55:29
OBS002499,PATROL,PERSON,P01358,L01377,2026-01-06 18:56:47,An observation associated Karan Tiwari with the area around Industrial Area 538; corroboration is required.,,CCTV_Network,Officer,EV13499,0.82,2026-09-15 22:24:29
OBS002500,INTELLIGENCE,PERSON,P00670,L01749,2025-03-25 02:02:01,Source INTELLIGENCE recorded Riya Saxena at Station 694 around 02:02.,,ANPR_System,CCTV_System,EV13500,0.80,2026-11-15 09:33:40
OBS002501,ANPR,PERSON,P01375,L02180,2026-02-03 17:02:22,An observation associated Arjun Joshi with the area around Office 611; corroboration is required.,,CCTV_Network,Automated_Camera,EV13501,0.82,2026-06-25 05:27:39
OBS002502,FIELD_OBSERVATION,PERSON,P02161,L00074,2026-01-20 00:45:10,Person Nandini Rathore was observed near Industrial Area 657 in Kota.,V00223,CCTV_Network,Analyst,EV13502,0.73,2025-06-24 02:32:44
OBS002503,CCTV,VEHICLE,V00849,L01832,2025-04-06 01:14:06,An observation associated MP94AB2875 with the area around Industrial Area 755; corroboration is required.,V00849,CCTV_Network,Automated_Camera,EV13503,0.76,2025-11-27 00:50:09
OBS002504,SURVEILLANCE,ACCOUNT,A00423,L01623,2026-01-19 17:30:51,Account ACCT****9780 was observed near Office 180 in Jaipur.,,Synthetic_Intelligence_Feed,Automated_Camera,EV13504,0.74,2026-10-30 17:50:14
OBS002505,PATROL,PERSON,P03275,L02224,2025-04-19 06:37:59,Person Sanjay Mehta was observed near Mall 877 in Kota.,,Field_Log,Officer,EV13505,0.72,2025-03-11 03:59:59
OBS002506,INTELLIGENCE,PERSON,P01175,L00786,2026-12-04 00:03:35,Person Priya Tiwari was observed near Hotel 430 in Vadodara.,V00447,ANPR_System,Patrol_Unit,EV13506,0.91,2026-01-07 22:28:13
OBS002507,ANPR,PERSON,P02096,L01184,2025-11-04 04:34:15,Source ANPR recorded Priya Tiwari at Industrial Area 993 around 04:34.,,ANPR_System,Analyst,EV13507,0.93,2026-09-01 01:36:51
OBS002508,FIELD_OBSERVATION,VEHICLE,V00597,L01153,2026-01-13 16:53:42,Source FIELD_OBSERVATION recorded MH98EF4020 at Apartment 547 around 16:53.,V00597,Synthetic_Intelligence_Feed,Analyst,EV13508,0.77,2026-03-25 09:21:03
OBS002509,CCTV,PHONE,PH03041,L00825,2025-01-09 16:50:58,An observation associated 933****827 with the area around Junction 554; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV13509,0.91,2026-11-05 23:03:23
OBS002510,SURVEILLANCE,PERSON,P00735,L02287,2026-09-19 13:43:09,Person Amit Jain was observed near Market 664 in Ujjain.,V00687,CCTV_Network,Officer,EV13510,0.88,2025-03-04 00:48:33
OBS002511,PATROL,VEHICLE,V01018,L01524,2026-04-13 08:11:23,Source PATROL recorded DL10AB7181 at Station 370 around 08:11.,V01018,Synthetic_Intelligence_Feed,CCTV_System,EV13511,0.74,2025-02-16 01:34:34
OBS002512,INTELLIGENCE,PERSON,P02944,L00168,2026-05-09 15:08:34,Person Isha Singh was observed near Market 543 in Vadodara.,,ANPR_System,CCTV_System,EV13512,0.96,2025-05-31 15:24:59
OBS002513,ANPR,VEHICLE,V00241,L02319,2026-11-19 14:40:30,Source ANPR recorded MP71AB4642 at Hotel 190 around 14:40.,V00241,CCTV_Network,Automated_Camera,EV13513,0.92,2026-06-21 15:23:02
OBS002514,FIELD_OBSERVATION,VEHICLE,V00232,L02074,2026-03-29 20:33:47,An observation associated MP06GH5899 with the area around Apartment 569; corroboration is required.,V00232,ANPR_System,Officer,EV13514,0.73,2025-10-07 13:22:22
OBS002515,CCTV,PERSON,P01313,L00072,2025-12-10 04:10:55,An observation associated Sanjay Singh with the area around Industrial Area 263; corroboration is required.,,Field_Log,Automated_Camera,EV13515,0.85,2025-03-10 12:07:13
OBS002516,SURVEILLANCE,PERSON,P03761,L01871,2025-08-10 13:57:09,Source SURVEILLANCE recorded Sneha Saxena at Warehouse 1 around 13:57.,,ANPR_System,Analyst,EV13516,0.74,2026-07-03 21:52:51
OBS002517,PATROL,PERSON,P00236,L00814,2026-02-11 04:04:57,An observation associated Vihaan Agarwal with the area around Station 752; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV13517,0.79,2026-02-24 04:30:46
OBS002518,INTELLIGENCE,PERSON,P03827,L00849,2025-05-07 12:27:31,Source INTELLIGENCE recorded Pooja Mehta at Apartment 77 around 12:27.,V00578,Synthetic_Intelligence_Feed,Analyst,EV13518,0.83,2025-06-02 03:51:37
OBS002519,ANPR,PERSON,P03109,L01098,2026-10-07 03:39:52,Person Meera Khan was observed near Warehouse 221 in Indore.,,Synthetic_Intelligence_Feed,Analyst,EV13519,0.90,2026-02-21 16:25:32
OBS002520,FIELD_OBSERVATION,PERSON,P02483,L01499,2026-05-08 09:23:25,Person Siddharth Rathore was observed near Warehouse 461 in Jabalpur.,V00276,CCTV_Network,CCTV_System,EV13520,0.80,2026-01-02 10:32:57
OBS002521,CCTV,ORGANIZATION,O0038,L01477,2026-06-11 07:45:50,An observation associated Sharma Enterprises with the area around Office 678; corroboration is required.,,Field_Log,Analyst,EV13521,0.75,2026-06-01 05:05:13
OBS002522,SURVEILLANCE,PERSON,P02086,L00051,2025-12-30 07:18:26,An observation associated Rahul Deshmukh with the area around Industrial Area 199; corroboration is required.,,Field_Log,Analyst,EV13522,0.88,2025-12-28 05:18:39
OBS002523,PATROL,ACCOUNT,A00455,L01209,2025-01-05 17:52:46,Account ACCT****3763 was observed near Apartment 430 in Indore.,,CCTV_Network,CCTV_System,EV13523,0.82,2025-10-02 09:53:36
OBS002524,INTELLIGENCE,VEHICLE,V00624,L00135,2026-03-22 21:58:14,An observation associated MH73EF3833 with the area around Office 931; corroboration is required.,V00624,ANPR_System,Automated_Camera,EV13524,0.81,2025-10-15 11:37:16
OBS002525,ANPR,PERSON,P03334,L00025,2025-02-18 18:21:55,An observation associated Nandini Sharma with the area around Mall 995; corroboration is required.,,CCTV_Network,Patrol_Unit,EV13525,0.80,2026-03-05 14:31:36
OBS002526,FIELD_OBSERVATION,PERSON,P03117,L02234,2025-12-07 01:35:57,An observation associated Vikram Malhotra with the area around Apartment 89; corroboration is required.,,CCTV_Network,Analyst,EV13526,0.77,2026-12-30 10:01:45
OBS002527,CCTV,VEHICLE,V00432,L01588,2025-07-05 08:05:07,Vehicle RJ07EF5867 was observed near Station 526 in Bhopal.,V00432,ANPR_System,Automated_Camera,EV13527,0.72,2025-12-09 11:14:03
OBS002528,SURVEILLANCE,PERSON,P02089,L01316,2025-05-18 15:37:45,Source SURVEILLANCE recorded Amit Verma at Station 55 around 15:37.,,ANPR_System,CCTV_System,EV13528,0.91,2026-12-20 10:10:01
OBS002529,PATROL,PERSON,P02745,L01963,2025-02-01 13:01:16,An observation associated Sanjay Patel with the area around Warehouse 40; corroboration is required.,V00778,ANPR_System,Automated_Camera,EV13529,0.90,2025-05-07 16:33:03
OBS002530,INTELLIGENCE,ORGANIZATION,O0395,L00864,2025-04-01 18:42:08,Source INTELLIGENCE recorded Shah Solutions at Industrial Area 416 around 18:42.,,CCTV_Network,CCTV_System,EV13530,0.83,2026-09-18 08:27:46
OBS002531,ANPR,PERSON,P02875,L00396,2026-01-06 02:46:05,Person Sanjay Joshi was observed near Mall 975 in Hyderabad.,,Field_Log,Patrol_Unit,EV13531,0.72,2026-01-08 13:06:28
OBS002532,FIELD_OBSERVATION,ACCOUNT,A00408,L01951,2025-03-02 07:33:36,Account ACCT****8668 was observed near Junction 132 in Kanpur.,,Field_Log,Automated_Camera,EV13532,0.75,2025-11-29 15:30:09
